AJUMONI JUNIOR GRAMMAR SCHOOL,State owned,Oshodi-Isolo,Secondary, Ajumonijgs@lagosschoolsonline.com, 08033568473,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/932"",""Read more"")"
AJUMONI JUNIOR SECONDARY SCHOOL ,State owned, Mushin,Secondary, ajmonisecsch@lagosschoolsonline.com, 0803 373 0488,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/652"",""Read more"")"
"AJUNMONI SENIOR SECONDARY SCHOOL, Mushin",State owned, Mushin,Secondary, ajumoni2014@lagosschoolsonline.com, 0802-3166-414,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1284"",""Read more"")"
"AKANDE DAHUNSI MEM. JUNIOR HIGH SCHOOL, Ikoyi",State owned,Eti-Osa,Secondary, akandedahunsijnr@lagosschoolsonline.com," 0802-320-1284,0803 410 5993","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/592"",""Read more"")"
AKANDE DAHUNSI MEM. SENIOR HIGH SCHOOL,State owned,Eti-Osa,Secondary, akandedahunsijnr@lagosschoolsonline.com, '08033790955,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12267"",""Read more"")"
"AKESAN COMMUNITY JUNIOR GRAMMAR SCHOOL, Akesan",State owned,Alimosho,Secondary, akesanjunior@lagosschoolsonline.com, 0805 865 6810,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/9676"",""Read more"")"
"AKINTAN JUNIOR GRAMMAR SCHOOL, Surulere",State owned,Surulere,Secondary, akintanjnr@lagosschoolsonline.com," 0805 544 1843, 0705 689 3908 ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/971"",""Read more"")"
"AKINTAN SENIOR GRAMMAR SCHOOL, Surulere",State owned,Surulere,Secondary, akitansenior@lagosschoolsonline.com, 0802 342 9058  OR  0705 689 3852,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1353"",""Read more"")"
"AKINYELE ALAKUKO JUNIOR SECONDARY SCHOOL, Alakuko",State owned,Ifako/Ijaiye,Secondary, akinyelealakukosholar@yahoo.com, 0803 329 7254,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/9542"",""Read more"")"
"AKOD SCHOOLS  COLLEGE,  Ikotun",Privately owned,Alimosho,Secondary, akodcollege@yahoo.com," 0802 322 4496, 0805 544 5309","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5808"",""Read more"")"
AKOKA JUNIOR HIGH SCHOOL,State owned,Lagos-Mainland,Secondary, akokajunior@lagosschoolsonline.com," 0802 824 0790,  0705 689 3820,  0705 689 3821","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/861"",""Read more"")"
"AL AKEEDAT MODEL COLLEGE, Ikota",Privately owned,Eti-Osa,Secondary, ustazsulaiman@yahoo.com, 0802 314 1318,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5547"",""Read more"")"
"AL HALEEM COLLEGE, Ijeshatedo",Privately owned,Surulere,Secondary, alhaleem.school@yahoo.com," 0805 582 5446, 0703 542 9570, 0802 305 1147","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/49007"",""Read more"")"
"AL- AZIM COLLEGE, Iju-Ishaga",Privately owned,Ifako/Ijaiye,Secondary, AL-AZIMSCHLS.COM," 0803 726 3570, ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3678"",""Read more"")"
"AL-FARUQ COLLEGE, Ejigbo",Privately owned,Oshodi-Isolo,Secondary, , 01-881 7564,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3078"",""Read more"")"
"AL-HIKMAT COLLEGE, Mulero",Privately owned,Agege,Secondary, alhikmatc@yahoo.com," 0805 667 1389,  0802 321 2275","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/10668"",""Read more"")"
"AL-MAALA COLLEGE, Okokomaiko",Privately owned,Ojo,Secondary, almaalacollege@yahoo.com," 0803 490 6665, 0803 300 7652","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5327"",""Read more"")"
"AL-MIYZAN COLLEGE, Ikotun ",State owned,Alimosho,Secondary, almiyzanschools@gmail.com," 0805 620 3337,  0812 687 9554","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/48819"",""Read more"")"
"ALADURA COMPREHENSIVE HIGH SCHOOL, Anthony Village",Privately owned,Kosofe,Secondary, 4chslagos@rocketmail.com," 0803 720 1301, 0809490 7063","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3147"",""Read more"")"
"ALAGBADO JUNIOR GRAMMAR SCHOOL, Alagbado ",State owned,Alimosho,Secondary, alagbadojnrsch2011@yahoo.com, 08056054939,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/9670"",""Read more"")"
ALAKOTO JNR. HIGH SCHOOL. Olodi Apapa,State owned,Ajeromi LGA,Secondary, eddvi-alakotojnr@yahoo.com, 0803 328 6500,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1796"",""Read more"")"
ALAKOTO JUNIOR HIGH SCHOOL,State owned,Amuwo-Odofin,Secondary, alakotojnr@lagosschoolsonline.com, 0803 431 8559,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12230"",""Read more"")"
"ALAKOTO SENIOR HIGH SCHOOL, Tolu-Ajeromi",State owned,Ajeromi LGA,Secondary, alakotoshs@lagosschoolsonline.com, 0802 308 3014,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2141"",""Read more"")"
ALARO COMM HIGH SCH,State owned,Epe,Secondary, , 8032411937,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1081"",""Read more"")"
ALARO COMMUNITY JUNIOR HIGH SCHOOL,State owned,Epe,Secondary, alarojnrsch@lagosschoolsonline.com," 0805 470 6788,0805 645 9127","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/564"",""Read more"")"
"ALASO COMMUNITY JUNIOR GRAMMAR SCHOOL, Alaso",State owned,Alimosho,Secondary, alasocommsch@lagosschoolsonline.com," 0703 158 5628,0806 011 6616","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/9697"",""Read more"")"
"ALBERT ALUKO HIGH SCHOOL, Igbogbo",Privately owned,Ikorodu,Secondary, albertalukoschools@gmail.com, 0802 224 3200,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/10049"",""Read more"")"
"ALBESTA ACADEMY, Epe Express way.",Privately owned, Ibeju-Lekki,Secondary, info@albestaacademy.org," 0805 534 8898, 0805 707 0705","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4748"",""Read more"")"
"ALDAMAK NOURAN SCHOOL, Langbasa",Privately owned,Eti-Osa,Secondary, aldamakschools2005@yahoo.com," 0704 187 3285,   0803 236 6037,   0803 329 5175","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5531"",""Read more"")"
ALICE OGBARA MEMORIAL JUNIOR SEC. SCHOOL,State owned,Ojo,Secondary, aliceogbara@lagosschoolsonline.com, ,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12399"",""Read more"")"
"ALIMOSHO JUNIOR GRAMMAR SCHOOL, Mosalashi",State owned,Alimosho,Secondary, alijugrams@lagosschoolsonline.com, 0805 544 0905,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/9672"",""Read more"")"
"ALIMOSHO SNR GRAMMAR SCHOOL,  Alimosho",State owned,Alimosho,Secondary, alisnrgrams@lagosschoolsonline.com, 0805 354 7027,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1027"",""Read more"")"
"ALPHA COMPREHENSIVE COLLEGE, Okerube",Privately owned,Alimosho,Secondary, alphcollege@yahoo.com," 0808 614 3997,  0808 743 9365","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5179"",""Read more"")"
"ALPHA PLUS HIGH SCHOOL, Ketu",Privately owned,Kosofe,Secondary, alpha-plusschool2yahoo.com," 0803 941 8166,   0813 537 2285,  0808 436 5787,0803 716 4125","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5631"",""Read more"")"
"ALPHA REHOBOTH COLLEGE, Orisunbare-Shasha",Privately owned,Alimosho,Secondary, alpharehobothschools@yahoo.com, 0802 208 8051,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/8135"",""Read more"")"
"ALTITUDE COLLEGE, Ago",Privately owned,Oshodi-Isolo,Secondary, altitudeschool@yahoo.com, 0802 351 6166  or  0800704 116 0623,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3542"",""Read more"")"
"AMAI COLLEGE, Ajangbadi",Privately owned,Ojo,Secondary, amaicollege@yahoo.com," 0808 143 4927,     0802 312 5117","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4604"",""Read more"")"
"AMBASSADOR COLLEGE, Amuwo Odofin",Privately owned,Amuwo-Odofin,Secondary, ambassadorcollege@yahoo.com," 0803 337 7062,  0806 002 6427","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/8070"",""Read more"")"
"AMJE COLLEGE, Ojokoro",Privately owned,Ifako/Ijaiye,Secondary, amje63@yahoo.com ," 0802 975 5093,     0703 355 5020,     0802 330 6382","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5253"",""Read more"")"
AMUWO JUNIOR GRAMMAR SCHOOL,State owned,Amuwo-Odofin,Secondary, amuwojunior@lagosschoolsonline.com," '07033604504, 08023336194","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/534"",""Read more"")"
"AMUWO ODOFIN COMM SNR SEC SCHL, Mile 2",State owned,Amuwo-Odofin,Secondary, aocss2012@yahoo.com, 08034001886,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1044"",""Read more"")"
"AMUWO ODOFIN COMMUNITY JUNIOR SECONDAR SCHOOL, Mile 2",State owned,Amuwo-Odofin,Secondary, eddv290cjss@yahoo.com, '08033517783,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/528"",""Read more"")"
"AMUWO ODOFIN JUNIOR HIGH SCHOOL, Mile 2",State owned,Amuwo-Odofin,Secondary, , '08033788067,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/527"",""Read more"")"
"AMUWO ODOFIN JUNIOR SECONDARY SCHOOL, Mile 2",State owned,Amuwo-Odofin,Secondary, aolyteschool@lagosschoolsonline.com, 08037229615,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/526"",""Read more"")"
"AMUWO ODOFIN SECONDARY SCHOOL, Mile 2",State owned,Amuwo-Odofin,Secondary, aodofinsn.sec@lagosschoolsonline.com, 0803 394 1390,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12229"",""Read more"")"
"AMUWO ODOFIN SNR HIGH SCH,  Mile 2",State owned,Amuwo-Odofin,Secondary, alosnrhigh@lagosschoolsonline.com, '08033312835,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1046"",""Read more"")"
"AMUWO ODOFIN SNR SEC SCH,  Mile 2",State owned,Amuwo-Odofin,Secondary, eddv290sss@yahoo.com, 08020304136,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1045"",""Read more"")"
"AMUWO SENIOR GRAMMAR SCHOOL, Agboju",State owned,Amuwo-Odofin,Secondary, amuwosnrgramms@gmail.com, '08035292847,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2607"",""Read more"")"
"ANASTASIA COMPREHENSIVE COLLEGE, Abule-Egba",Privately owned,Ifako/Ijaiye,Secondary, anastintschl@yahoo.com," 0803 628 1941, 0803 578 1563,   0808 234 4272,    0803 306 1647,0803 570 6548","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5586"",""Read more"")"
"ANCHOR MIRRORS SCHOOLS, Abesan Estate",Privately owned,Alimosho,Secondary, ," 0803 573 4412,   0808 882 0868,    0808 866 6228","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5351"",""Read more"")"
"ANGLICAN COMPREHENSIVE HIGH SCHOOL,Ipaja",Privately owned,Alimosho,Secondary, ," 0803 306 4601, 0706 050 8364","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2218"",""Read more"")"
"ANGLICAN GIRLS COLLEGE, Ketu Ijanikin",Privately owned,Ojo,Secondary, anglicangirlscollege@gmail.com," 0802 338 0400,  0802 307 7109,  01 270 8793-6","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/6468"",""Read more"")"
ANGUS MEMORIAL HIGH SCHOOL,State owned, Shomolu,Secondary, angussenior@lagosschoolsonline.com, 0802-780-3603,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1345"",""Read more"")"
"ANOINTED GATE HIGH SCHOOL, Egan",Privately owned,Alimosho,Secondary, anointededucation @gmail.com," 0802 300 3406,  0802 309 6365","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3129"",""Read more"")"
ANSAR UD DEEN  SENIOR GRAMMAR SCHOOL,State owned,Ikorodu,Secondary, ansarursgsch@lagosschoolsonline.com, 0817 444 4010,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1241"",""Read more"")"
ANSAR UD DEEN JUNIOR SECONDARY SCHOOL,State owned,Surulere,Secondary, ," '08034382260 07056893910,","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/974"",""Read more"")"
ANSAR-UD-DEEN COLLEGE,State owned,Oshodi-Isolo,Secondary, , 08033474153,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1320"",""Read more"")"
"ANSAR-UD-DEEN COMPREHENSIVE SNR HIGH SCH, Okota",State owned,Oshodi-Isolo,Secondary, audsnr1980@lagosschoolsonline.com," 0802 304 7403,   0704 230 9888","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2425"",""Read more"")"
"ANSAR-UD-DEEN GIRLS HIGH SCHOOL, Itire ",Privately owned, Mushin,Secondary, itire@adettrust.com  deengirls@yahoo.com, 0803 347 8374,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5530"",""Read more"")"
ANSAR-UD-DEEN GRAMMAR SCHOOL,State owned,Surulere,Secondary, ," 0 1812 6434, 0802 146 7767","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1355"",""Read more"")"
"ANSAR-UD-DEEN GRAMMAR SCHOOL, Surulere",Privately owned,Surulere,Secondary, audgramms@gmail.com," 0806 619 1966, 0802 146 7767, 0802 353 6947  ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2840"",""Read more"")"
ANSAR-UD-DEEN JUNIOR GIRLSÃ¢â¬â¢ HIGH SCHOOL,State owned, Mushin,Secondary, , 08033746204,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/651"",""Read more"")"
ANSAR-UD-DEEN JUNIOR GRAMMAR SCHOOL,State owned,Ikorodu,Secondary, ansarurj.g@lagosschoolsonline.com, 0807-698-1465,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/909"",""Read more"")"
ANSAR-UD-DEEN JUNIOR GRAMMAR SCHOOL,State owned,Surulere,Secondary, , 08030764218,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/972"",""Read more"")"
"ANSAR-UD-DEEN SENIOR HIGH SCHOOL, Surulere",State owned,Surulere,Secondary, audsnr61@lagosschoolsonline.com," '07069032188, 07056893854","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2264"",""Read more"")"
"ANSAR-UD-DEEN SENIOR SEC. SCHOOL, Surulere",State owned,Surulere,Secondary, , 0702 838 4993,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1356"",""Read more"")"
ANSAR-UD-DEEN SOCIETY SENIOR GRAMMAAR SCHOOL,State owned, Badagry ,Secondary, adsseniorbdg@lagosschoolsonline.com, 0803 374 5978,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/554"",""Read more"")"
"ANTHONY SENIOR HIGH SCHOOL, Anthony Village",State owned,Kosofe,Secondary, ," 01-734-2908,      0702-829-5405","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2580"",""Read more"")"
ANTHONY VILLAGE SENIOR HIGH SCHOOL,State owned,Kosofe,Secondary, , 0802-531-9522,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12319"",""Read more"")"
"ANTIOCH ROYAL COLLEGE, Ikotun",Privately owned,Alimosho,Secondary, antioch.academy@yahoo.com," 0803 342 2899, 0803 536 3744","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12572"",""Read more"")"
"ANWAR-UL ISLAM MODEL COLLEGE, Agege",Privately Owned ,Agege,Secondary, aimca1948@yahoo.com," 0802 345 3704,   01-8786021","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2193"",""Read more"")"
"ANWAR-UL-ISLAM GIRLS HIGH SCHOOL, Ojokoro",Privately owned,Ifako/Ijaiye,Secondary, anwarulislamgirlsojokoro@yahoo.com, 08028264049 & 08023465409,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2213"",""Read more"")"
APAPA HIGH SCH,State owned,Apapa,Secondary, , 08033457180,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1060"",""Read more"")"
"APAPA JUNIOR HIGH SCHOOL,  Apapa",State owned,Apapa,Secondary, junior.apapa@lagosschoolsonline.com," '08023527397, 07056893786 ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2130"",""Read more"")"
"APAPA SENIOR HIGH SCHOOL, Apapa",State owned,Apapa,Secondary, apapasnrhighschool@yahoo.com," '08023264431, 07056893774","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/11790"",""Read more"")"
APATA MEMORIAL HIGH SCHOOL.,Privately owned,Oshodi-Isolo,Secondary, apatamemorialschool@gmail.com, 0802 366 3500 & 0803 304 3866,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1922"",""Read more"")"
"APEX SECONDARY SCHOOL, Ajangbadi",Privately owned,Ojo,Secondary, namdyudezek2007@yahoo.com," 0812 078 3888, 0809 277 3748","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3614"",""Read more"")"
"APOSTOLIC FAITH SECONDARY SCHOOL, Anthony Village",Privately owned,Kosofe,Secondary," info@afssedu-edu.org ,afss@apostolicfaithsecsch.org"," 0803 291 8726,  0803 713 0271, ","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/3160"",""Read more"")"
"APPOLLIAN COMPREHENSIVE HIGH SCHOOL, Ikorodu",Privately owned,Ikorodu,Secondary, soyinkataiwoolunaike@yahoo.com, 0803 537 9712,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/5848"",""Read more"")"
"ARAROMI ILOGBO JUNIOR SECONDARY SCHOOL, Oko-Afo",State owned, Badagry ,Secondary, aijss4good@lagosschoolsonline.com, 0805 202 6414,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/550"",""Read more"")"
ARAROMI JUNIOR SECONDARY SCHOOL,State owned,Apapa,Secondary, araromijnr02@lagosschoolsonline.com," '08023006901, 07056893788","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/530"",""Read more"")"
"ARAROMI SENIOR SECONDARY SCHOOL,  Orile",State owned,Apapa,Secondary, araromisnr03@lagosschoolsonline.com," 0802 319 2128,  0705 689 3776","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2152"",""Read more"")"
"ARAROMI-ILOGBO SNR. SEC. SCHOOL, Oko-Afo",State owned, Badagry ,Secondary, edd3aisss@lagosschoolsonline.com, 0803 727 8572,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1814"",""Read more"")"
ARCBISHOP AGGEY MEMORIAL JUNIOR SECONDARY SCHOOL,State owned, Mushin,Secondary, , 08023219791,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/650"",""Read more"")"
ARCHBISHOP AGGEY MEMORIAL SECONDARY SCHOOL,State owned, Mushin,Secondary, , 08034012879,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1286"",""Read more"")"
"ARISONIA PRIVATE COLLEGE, Egbeda",Privately owned,Alimosho,Secondary, ," 0802 756 3452,  0706 551 3909","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/61102"",""Read more"")"
ARMY CANTONMENT  BOYS SECONDARY SCHOOL,State owned,Ojo,Secondary, acbssojo@yahoo.com, 0802 342 5579,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1304"",""Read more"")"
ARMY CANTONMENT BOYS JNR. SEC. SCH. Ojo,State owned,Ojo,Secondary, amycanbjd50@lagosschoolsonline.com, '08035712212,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1802"",""Read more"")"
"ARMY CANTONMENT GIRLS JUNIOR SECONDARY SCHOOL,Ojo",State owned,Ojo,Secondary, armygj2014@lagosschoolsonline.com, '08023260403,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2961"",""Read more"")"
"ARMY CANTONMENT GIRLS SENIOR SEC. SCHOOL, Ojo",State owned,Ojo,Secondary, yoyebole@lagosschoolsonline.com, ''07028309812,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1837"",""Read more"")"
ARMY CANTONMENT JUNIOR SECONDARY SCHOOL,State owned, Ikeja,Secondary, armycanjnikj@lagosschoolsonline.com, 0808 812 7857,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/617"",""Read more"")"
"ARMY CANTONMENT SENIOR SECONDARY SCHOOL, Ikeja",State owned, Ikeja,Secondary, ," 0802307545,08023107545","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2320"",""Read more"")"
ARMY CHILDREN HIGH SCH EPE,State owned,Epe,Secondary, , 08023886823,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1082"",""Read more"")"
ARMY CHILDREN JUNIOR HIGH SCHOOL,State owned,Epe,Secondary, , 8034673563,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/563"",""Read more"")"
"ARMY CHILDREN SENIOR HIGH SCHOOL,  Ikeja",State owned, Ikeja,Secondary, armychildsnr@lagosschoolsonline.com, 080230059157,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/1233"",""Read more"")"
"ARMY CHILDREN SENIOR HIGH SCHOOL, Epe",State owned,Epe,Secondary, armysnrepe@lagosschoolsonline.com, 0802 388 6823,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/12250"",""Read more"")"
ARMY CHILDRENÃ¢â¬â¢S JUNIOR HIGH SCHOOL,State owned, Ikeja,Secondary, , 08028517501,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/616"",""Read more"")"
"ARMY CHILDRENÃ¢â¬â¢S JUNIOR HIGH SCHOOL, Ikeja",State owned, Ikeja,Secondary, , 08085340907,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/921"",""Read more"")"
"AS-SIDDIQ COLLEGE, Agiliti-Mile 12",Privately owned,Kosofe,Secondary, assiddiq1429@yahoo.com," 0802 345 2923,  0802 831 1959,  0802 354 5655","=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/77410"",""Read more"")"
"ASCENSION COLLEGE, Imeke",Privately owned, Badagry ,Secondary, ascensioncollege, 0803 335 5701,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/4497"",""Read more"")"
"ASCON INTERNATIONAL SEC. SCHOOL,  Topo Badagry",Privately owned, Badagry ,Secondary, asconstaffschooltopo@yahoo.com, 08035626289,"=HYPERLINK(""http://www.lagosschoolsonline.com/Schools/Profile/2306"",""Read more"")"
